ODC,DDC,ProductType,dayofweek
SFO,BOS,EXP,3
SFO,BOS,EXP,4
SFO,BOS,EXP,5
SFO,BOS,EXP,6
SFO,BOS,EXP,7
SFO,BOS,MAX,3
SFO,BOS,MAX,4
SFO,BOS,MAX,5
SFO,BOS,MAX,6
SFO,BOS,MAX,7
SFO,CAK,EXP,3
SFO,CAK,EXP,4
SFO,CAK,EXP,5
SFO,CAK,EXP,6
SFO,CAK,EXP,7
SFO,CAK,MAX,3
SFO,CAK,MAX,4
SFO,CAK,MAX,5
SFO,CAK,MAX,6
SFO,CAK,MAX,7
SFO,CLT,EXP,3
SFO,CLT,EXP,4
SFO,CLT,EXP,5
SFO,CLT,EXP,6
SFO,CLT,EXP,7
SFO,CLT,MAX,3
SFO,CLT,MAX,4
SFO,CLT,MAX,5
SFO,CLT,MAX,6
SFO,CLT,MAX,7
SFO,CVG,EXP,3
SFO,CVG,EXP,4
SFO,CVG,EXP,5
SFO,CVG,EXP,6
SFO,CVG,EXP,7
SFO,CVG,MAX,3
SFO,CVG,MAX,4
SFO,CVG,MAX,5
SFO,CVG,MAX,6
SFO,CVG,MAX,7
SFO,DEN,EXP,3
SFO,DEN,EXP,4
SFO,DEN,EXP,5
SFO,DEN,MAX,3
SFO,DEN,MAX,4
SFO,DEN,MAX,5
SFO,DEN,MAX,6
SFO,DEN,MAX,7
SFO,DFW,EXP,3
SFO,DFW,MAX,3
SFO,DFW,MAX,4
SFO,DFW,MAX,5
SFO,DFW,MAX,6
SFO,DFW,MAX,7
SFO,EWR,EXP,3
SFO,EWR,EXP,4
SFO,EWR,EXP,5
SFO,EWR,EXP,6
SFO,EWR,EXP,7
SFO,EWR,MAX,3
SFO,EWR,MAX,4
SFO,EWR,MAX,5
SFO,EWR,MAX,6
SFO,EWR,MAX,7
SFO,IAD,EXP,3
SFO,IAD,EXP,4
SFO,IAD,EXP,5
SFO,IAD,EXP,6
SFO,IAD,EXP,7
SFO,IAD,MAX,3
SFO,IAD,MAX,4
SFO,IAD,MAX,5
SFO,IAD,MAX,6
SFO,IAD,MAX,7
SFO,IAH,EXP,3
SFO,IAH,EXP,4
SFO,IAH,EXP,5
SFO,IAH,MAX,3
SFO,IAH,MAX,4
SFO,IAH,MAX,5
SFO,IAH,MAX,6
SFO,IAH,MAX,7
SFO,MCI,EXP,3
SFO,MCI,EXP,4
SFO,MCI,EXP,5
SFO,MCI,EXP,7
SFO,MCI,MAX,3
SFO,MCI,MAX,4
SFO,MCI,MAX,5
SFO,MCI,MAX,6
SFO,MCI,MAX,7
SFO,MCO,EXP,3
SFO,MCO,EXP,4
SFO,MCO,EXP,5
SFO,MCO,EXP,6
SFO,MCO,EXP,7
SFO,MCO,MAX,3
SFO,MCO,MAX,4
SFO,MCO,MAX,5
SFO,MCO,MAX,6
SFO,MCO,MAX,7
SFO,ORD,EXP,3
SFO,ORD,EXP,4
SFO,ORD,EXP,5
SFO,ORD,EXP,6
SFO,ORD,EXP,7
SFO,ORD,MAX,3
SFO,ORD,MAX,4
SFO,ORD,MAX,5
SFO,ORD,MAX,6
SFO,ORD,MAX,7
SFO,PHX,EXP,7
SFO,PHX,MAX,3
SFO,PHX,MAX,4
SFO,PHX,MAX,5
SFO,PHX,MAX,6
SFO,PHX,MAX,7
SFO,SEA,MAX,3
SFO,SEA,MAX,4
SFO,SEA,MAX,5
SFO,SEA,MAX,6
SFO,SEA,MAX,7
SFO,SLC,MAX,3
SFO,SLC,MAX,4
SFO,SLC,MAX,5
SFO,SLC,MAX,6
SFO,SLC,MAX,7
SLC,ATL,EXP,3
SLC,ATL,EXP,4
SLC,ATL,EXP,5
SLC,ATL,MAX,2
SLC,ATL,MAX,3
SLC,ATL,MAX,4
SLC,ATL,MAX,5
SLC,ATL,MAX,6
SLC,ATL,MAX,7
SLC,BOS,EXP,3
SLC,BOS,EXP,4
SLC,BOS,EXP,5
SLC,BOS,MAX,2
SLC,BOS,MAX,3
SLC,BOS,MAX,4
SLC,BOS,MAX,5
SLC,BOS,MAX,6
SLC,BOS,MAX,7
SLC,CAK,EXP,3
SLC,CAK,EXP,4
SLC,CAK,EXP,5
SLC,CAK,MAX,2
SLC,CAK,MAX,3
SLC,CAK,MAX,4
SLC,CAK,MAX,5
SLC,CAK,MAX,6
SLC,CAK,MAX,7
SLC,CLT,EXP,3
SLC,CLT,EXP,4
SLC,CLT,EXP,5
SLC,CLT,MAX,2
SLC,CLT,MAX,3
SLC,CLT,MAX,4
SLC,CLT,MAX,5
SLC,CLT,MAX,6
SLC,CLT,MAX,7
SLC,CVG,MAX,2
SLC,CVG,MAX,3
SLC,CVG,MAX,4
SLC,CVG,MAX,5
SLC,CVG,MAX,6
SLC,DFW,MAX,2
SLC,DFW,MAX,3
SLC,DFW,MAX,4
SLC,DFW,MAX,5
SLC,DFW,MAX,6
SLC,EWR,MAX,2
SLC,EWR,MAX,3
SLC,EWR,MAX,4
SLC,EWR,MAX,5
SLC,EWR,MAX,6
SLC,EWR,MAX,7
SLC,IAD,EXP,2
SLC,IAD,EXP,3
SLC,IAD,EXP,4
SLC,IAD,EXP,5
SLC,IAD,MAX,2
SLC,IAD,MAX,3
SLC,IAD,MAX,4
SLC,IAD,MAX,5
SLC,IAD,MAX,6
SLC,IAD,MAX,7
SLC,IAH,EXP,3
SLC,IAH,EXP,4
SLC,IAH,EXP,5
SLC,IAH,MAX,2
SLC,IAH,MAX,3
SLC,IAH,MAX,4
SLC,IAH,MAX,5
SLC,IAH,MAX,6
SLC,IAH,MAX,7
SLC,MCI,MAX,2
SLC,MCI,MAX,3
SLC,MCI,MAX,4
SLC,MCI,MAX,5
SLC,MCI,MAX,6
SLC,MCI,MAX,7
SLC,MCO,MAX,2
SLC,MCO,MAX,3
SLC,MCO,MAX,4
SLC,MCO,MAX,5
SLC,MCO,MAX,6
SLC,MCO,MAX,7
SLC,ORD,EXP,3
SLC,ORD,EXP,4
SLC,ORD,EXP,5
SLC,ORD,MAX,2
SLC,ORD,MAX,3
SLC,ORD,MAX,4
SLC,ORD,MAX,5
SLC,ORD,MAX,6
SLC,ORD,MAX,7
SLC,PHX,MAX,2
SLC,PHX,MAX,3
SLC,PHX,MAX,4
SLC,PHX,MAX,5
SLC,PHX,MAX,6
SLC,PHX,MAX,7
SLC,SFO,MAX,3
SLC,SFO,MAX,4
SLC,SFO,MAX,5
SLC,SFO,MAX,6
SLC,SFO,MAX,7
